character_id,age,sex,height_cm,weight_kg,strength,reaction,stamina,speed,intelligence,perception,agility,endurance,stress_resistance,luck,panic,fatigue,hunger,thirst,mental_stability,focus,confidence,pain_tolerance,has_flashlight,flashlight_battery,has_knife,has_backpack,has_first_aid_kit,medkit_count,has_water,water_amount,has_food,food_amount,has_radio,level_id,visibility,entity_density,entity_aggression,level_difficulty,resource_density,maze_complexity,geometry_stability,special_rule,spawn_area_danger,distance_to_nearest_entity,noise_generated,time_since_last_encounter,survived_24h,survival_time_hours,escape_probability
19081,28,male,174,51,1,6,7,3,6,4,0,4,2,2,74,80,53,30,29,78,24,35,1,76,0,0,0,0,0,0,1,8,0,2,37,72,66,73,37,79,54,neutral,30,56,29,19,1,31,0.58
19082,55,female,167,72,3,4,6,3,8,6,9,9,5,10,74,70,18,37,48,82,29,36,1,59,0,1,0,0,1,8,1,4,0,4,62,33,31,59,39,74,60,liminal_office,64,74,41,1,1,92,0.553
19083,24,female,204,101,3,5,7,6,1,2,9,2,9,0,55,39,47,29,25,34,86,56,1,43,0,1,0,0,1,5,1,6,1,8,75,29,39,70,52,53,43,neutral,80,62,25,11,1,79,0.702
19084,16,male,165,91,5,3,3,7,1,9,3,9,7,6,29,37,62,41,24,41,80,34,1,77,1,1,0,0,0,0,0,0,1,0,80,55,47,49,85,56,28,neutral,55,92,20,18,1,61,0.413
19085,44,female,197,67,6,6,7,0,5,9,9,9,0,0,15,11,25,67,39,42,67,75,1,27,1,0,0,0,0,0,1,5,0,2,53,70,65,57,28,61,87,resource_rich,53,84,68,24,0,0,0.316
19086,15,female,145,128,1,3,10,3,0,1,4,2,6,7,41,75,65,47,85,77,42,77,0,0,0,1,0,0,0,0,1,8,1,5,38,70,28,77,49,33,72,resource_rich,21,24,69,4,0,0,0.358
19087,37,male,189,113,0,2,2,0,5,5,7,4,10,4,50,12,71,34,24,44,75,26,0,0,1,0,1,3,0,0,0,0,0,8,35,37,57,69,68,69,58,neutral,41,13,45,4,0,0,0.245
19088,79,female,188,106,5,8,2,8,7,6,8,4,2,9,34,80,20,37,89,48,51,59,0,0,1,0,1,2,1,1,1,8,0,2,60,66,65,38,66,71,85,mechanical_noise,44,91,36,19,1,84,0.629
19089,27,male,197,128,2,2,0,1,0,4,3,4,6,8,31,42,41,57,78,86,58,64,1,52,1,1,0,0,0,0,0,0,0,end,44,60,50,77,31,35,24,trap_exit,55,18,74,9,0,0,0.206
19090,33,male,185,98,10,6,0,0,7,8,1,2,4,1,63,75,85,24,39,84,60,88,1,45,0,1,1,4,1,5,1,8,0,5,67,71,64,58,32,47,31,trap_exit,56,7,65,9,0,0,0.165
19091,47,other,160,57,5,4,0,0,4,6,7,8,1,8,21,36,75,61,78,46,67,55,1,57,1,1,1,3,0,0,1,8,1,1,83,40,24,69,46,57,89,liminal_office,34,71,31,8,1,70,0.684
19092,69,male,164,46,1,2,2,2,2,4,1,4,7,3,34,12,24,14,53,40,51,69,1,25,0,1,1,4,1,9,0,0,1,8,61,42,73,57,31,82,88,haunted_hotel,37,8,85,4,1,54,0.581
19093,66,male,202,137,9,10,9,7,8,4,5,3,7,3,36,44,39,60,42,79,27,46,1,66,0,1,0,0,0,0,1,8,0,0,43,52,25,82,61,49,47,cave_isolation,47,47,47,10,0,0,0.264
19094,46,other,205,42,6,4,4,4,10,6,0,2,7,6,54,84,33,30,71,68,50,52,1,80,1,0,0,0,1,10,0,0,0,3,37,64,51,68,65,38,25,neutral,61,50,15,12,0,0,0.185
19095,36,female,174,107,9,7,9,1,1,3,8,3,1,9,74,90,6,31,70,28,73,57,1,59,0,0,0,0,0,0,0,0,0,5,80,50,51,44,20,40,64,darkness,51,12,73,9,0,0,0.116
19096,72,female,172,106,7,1,3,5,5,1,0,8,3,7,31,72,48,34,43,36,67,45,0,0,0,1,0,0,0,0,1,2,1,2,81,54,40,61,55,67,38,haunted_hotel,68,90,69,3,0,0,0.18
19097,29,female,189,72,4,4,2,7,1,8,7,10,5,2,30,49,12,11,66,22,27,40,0,0,0,1,1,3,0,0,0,0,0,2,40,67,58,39,23,80,46,darkness,32,41,40,9,1,97,0.636
19098,69,female,163,67,8,0,5,3,5,9,5,8,8,3,80,11,61,15,53,88,47,24,0,0,0,0,0,0,1,3,0,0,1,2,48,72,35,36,66,35,30,liminal_office,31,91,82,9,1,92,0.605
19099,68,female,162,82,5,6,2,3,4,0,0,2,9,6,74,31,59,8,54,22,50,84,1,40,0,1,0,0,1,6,1,5,1,1,34,68,52,87,81,80,44,darkness,34,65,47,15,0,0,0.237
19100,74,male,176,131,2,7,3,1,10,1,0,0,1,7,20,48,51,26,84,49,67,54,1,44,0,1,1,5,1,8,1,7,0,end,48,53,48,43,66,82,58,haunted_hotel,47,66,69,21,0,0,0.155
19101,23,male,202,79,1,7,5,9,4,4,5,10,8,2,36,86,65,50,64,73,51,66,1,98,0,0,1,3,0,0,0,0,0,3,82,76,48,75,48,67,85,resource_rich,80,21,48,23,1,91,0.426
19102,22,male,195,109,6,6,2,4,5,7,5,5,10,2,57,15,62,53,90,59,23,87,0,0,1,0,1,0,0,0,1,3,1,3,61,75,43,40,85,87,62,trap_exit,23,38,75,5,0,0,0.27
19103,24,male,202,57,0,8,9,10,6,2,3,1,9,4,30,14,23,69,80,71,64,64,0,0,0,0,0,0,0,0,1,5,1,5,66,60,72,56,27,55,64,trap_exit,65,46,83,5,1,15,0.508
19104,46,male,158,77,0,0,10,6,10,6,10,7,9,9,58,58,47,7,25,61,26,35,1,50,1,0,0,0,1,7,1,1,1,6,15,64,78,30,37,84,64,darkness,26,74,74,23,0,0,0.161
19105,38,female,160,59,7,4,5,10,10,1,2,6,5,0,59,29,72,49,84,89,38,62,1,61,0,1,1,3,0,0,1,7,0,2,67,31,39,85,65,48,68,darkness,83,84,48,7,0,0,0.268
19106,78,male,178,49,5,0,1,5,7,10,1,4,0,4,21,66,13,20,22,51,53,65,1,97,1,0,0,0,0,0,1,4,0,6,26,91,59,54,25,49,53,resource_rich,65,20,15,13,0,0,0.148
19107,56,male,165,44,2,9,9,5,9,5,4,3,6,0,34,65,38,27,80,29,55,66,1,31,0,0,0,0,0,0,1,10,0,8,39,34,34,85,25,68,47,trap_exit,45,14,59,14,0,0,0.252
19108,78,female,190,54,8,6,10,10,4,6,3,1,3,10,83,16,6,50,42,38,32,49,1,61,1,1,0,0,1,9,0,0,1,5,80,69,58,67,34,44,77,flooding,56,82,76,19,0,0,0.262
19109,33,female,199,50,0,10,3,4,6,7,7,9,5,4,62,31,50,55,42,31,28,56,0,0,0,0,0,0,0,0,1,8,1,end,65,30,51,57,65,87,35,cave_isolation,37,82,56,22,0,0,0.218
19110,53,female,145,133,4,1,10,10,2,5,7,10,7,2,31,11,56,22,62,85,69,86,1,40,1,0,1,0,0,0,1,2,0,2,65,23,44,87,62,59,82,trap_exit,40,27,85,8,0,0,0.323
19111,31,female,146,132,0,1,5,6,8,8,7,2,8,8,63,27,85,34,28,89,28,42,0,0,0,1,0,0,1,7,1,6,0,1,38,24,66,41,41,68,38,mechanical_noise,35,22,33,22,0,0,0.244
19112,59,other,199,119,6,7,3,10,9,1,2,9,8,7,41,47,31,82,73,63,69,43,1,50,0,1,0,0,1,4,0,0,0,3,48,44,27,81,35,58,89,haunted_hotel,24,83,85,0,1,48,0.75
19113,29,female,200,91,0,7,1,6,8,8,6,0,1,7,10,82,66,80,54,85,34,66,1,96,0,1,0,0,1,7,0,0,0,3,37,50,57,33,38,78,82,trap_exit,51,65,15,23,0,0,0.221
19114,17,female,144,80,3,0,4,2,2,1,10,3,10,9,28,27,58,67,36,45,56,90,1,69,1,1,0,0,0,0,1,2,0,1,80,71,34,75,29,53,89,trap_exit,70,48,50,20,1,104,0.292
19115,50,female,147,138,1,8,0,6,2,7,6,2,10,8,43,65,43,21,25,31,71,36,1,80,1,0,0,0,1,1,0,0,1,1,79,72,20,77,69,76,83,cave_isolation,80,50,60,8,0,0,0.234
19116,22,female,172,35,9,9,8,3,9,2,3,4,8,5,68,65,29,63,63,60,46,59,0,0,1,1,0,0,1,2,1,5,1,2,37,48,66,38,66,76,86,liminal_office,62,78,18,8,0,0,0.295
19117,36,female,196,59,8,9,0,1,1,1,8,1,10,1,26,23,15,30,80,38,24,36,1,60,0,0,0,0,0,0,0,0,0,2,64,34,48,73,37,44,51,darkness,62,63,17,8,0,0,0.327
19118,66,female,151,90,2,9,6,6,9,1,7,9,3,8,90,49,64,19,30,66,83,78,0,0,1,0,0,0,0,0,1,3,0,end,44,32,54,36,32,42,30,mechanical_noise,76,57,74,2,1,29,0.207
19119,69,male,176,80,5,9,9,2,1,9,9,10,3,4,11,64,39,14,22,26,66,62,1,97,0,1,1,3,1,5,0,0,0,0,78,45,23,67,36,27,85,flooding,34,54,28,18,0,0,0.282
19120,48,female,154,93,6,9,4,10,4,3,7,2,6,7,76,75,40,61,38,76,48,78,1,74,0,0,0,0,1,6,0,0,1,8,49,46,24,37,48,75,82,flooding,59,13,48,23,1,88,0.541
19121,27,female,156,96,1,1,2,8,0,2,1,6,0,3,15,30,21,74,67,89,80,88,1,75,1,1,1,1,0,0,1,2,1,7,49,83,30,56,22,69,56,trap_exit,51,12,17,1,0,0,0.252
19122,48,female,176,112,0,10,2,1,4,3,9,5,0,2,73,35,27,69,72,32,63,63,1,90,0,0,1,0,1,6,1,1,1,6,33,94,66,40,69,85,62,resource_rich,35,88,28,13,0,0,0.2
19123,64,male,190,95,1,8,0,1,0,9,3,5,8,1,75,48,51,39,32,90,44,51,0,0,1,0,0,0,1,1,0,0,0,0,82,45,72,48,22,82,48,liminal_office,63,24,37,8,0,0,0.176
19124,27,male,168,117,7,2,5,4,2,10,3,3,1,9,75,32,18,76,45,78,46,54,1,55,0,0,0,0,0,0,1,6,0,1,66,77,59,87,75,73,24,mechanical_noise,50,85,84,19,1,22,0.584
19125,29,male,142,42,8,0,4,10,8,2,5,7,9,8,17,71,80,80,42,55,78,87,1,58,0,0,0,0,0,0,1,1,0,2,64,64,40,52,22,66,61,cave_isolation,46,70,85,20,1,63,0.474
19126,30,female,165,75,7,2,9,9,6,10,10,1,6,10,32,36,34,18,38,74,88,59,1,83,1,0,0,0,0,0,1,7,0,6,27,62,66,82,66,39,50,mechanical_noise,53,82,79,17,1,29,0.26
19127,55,female,184,49,0,9,0,8,9,7,0,4,10,6,81,49,57,17,80,60,24,70,1,43,1,1,1,3,0,0,1,10,1,1,65,43,59,74,51,41,78,darkness,64,41,44,9,1,59,0.633
19128,13,male,145,78,1,9,7,7,8,8,9,2,0,0,50,46,26,30,73,62,77,59,1,32,1,1,1,2,1,5,0,0,0,0,59,63,26,88,41,43,30,flooding,67,24,36,21,0,0,0.214
19129,69,female,193,116,3,8,5,5,9,10,4,9,0,9,37,87,31,14,32,58,26,57,1,32,1,1,1,5,1,5,0,0,1,6,18,85,81,78,26,63,53,liminal_office,46,70,56,21,0,0,0.151
19130,21,male,158,35,7,1,7,9,7,5,3,6,6,7,64,80,55,30,30,41,35,48,1,61,1,0,0,0,1,10,0,0,0,3,64,21,30,82,70,72,31,resource_rich,81,46,84,5,0,0,0.243
19131,57,male,152,131,8,2,0,2,0,7,4,3,1,6,20,25,77,37,40,60,62,87,1,90,1,1,0,0,0,0,1,3,0,1,38,37,43,50,74,50,66,haunted_hotel,58,16,32,1,1,42,0.671
19132,30,female,196,99,6,8,3,4,10,7,10,9,9,10,60,87,9,62,85,81,67,45,0,0,0,1,0,0,0,0,1,5,1,end,62,42,40,33,58,54,22,resource_rich,38,84,65,13,0,0,0.148
19133,49,female,196,68,7,5,8,3,9,6,3,7,1,10,63,63,76,45,56,68,78,25,1,85,0,1,1,2,1,1,1,7,0,4,81,24,43,79,43,79,59,darkness,53,48,21,9,1,48,0.771
19134,48,female,185,38,8,1,7,4,0,9,6,10,4,6,13,44,24,16,68,61,23,69,1,33,0,0,0,0,1,4,1,1,0,end,51,66,34,88,32,41,42,flooding,82,54,50,21,1,28,0.284
19135,56,male,151,115,3,4,5,8,1,4,2,4,6,5,32,88,50,38,52,88,52,57,1,42,0,0,0,0,0,0,1,9,0,2,52,33,42,45,77,78,54,resource_rich,24,92,57,24,1,32,0.401
19136,45,female,168,36,3,10,4,4,8,4,0,2,0,4,21,66,47,46,36,82,55,85,0,0,0,1,0,0,1,1,0,0,0,4,70,35,56,46,21,48,54,darkness,35,89,59,18,0,0,0.372
19137,13,female,204,73,10,0,10,3,9,6,2,9,9,6,82,59,53,71,89,47,29,46,1,49,0,0,0,0,1,3,0,0,1,6,31,92,72,78,40,41,90,darkness,51,51,40,22,0,0,0.21
19138,55,male,188,88,2,9,1,1,6,8,5,4,8,7,25,59,72,19,24,87,79,21,1,67,0,1,0,0,1,6,1,10,0,1,36,41,62,80,85,34,22,resource_rich,69,15,44,17,0,0,0.265
19139,38,other,143,44,6,4,0,3,7,2,6,3,7,4,26,53,25,57,79,45,67,46,0,0,1,0,1,1,0,0,1,10,0,3,47,38,28,60,44,45,49,resource_rich,69,51,64,1,0,0,0.241
19140,59,female,167,76,10,8,9,1,2,5,4,5,6,2,62,23,78,69,45,53,54,90,1,76,1,0,1,0,1,5,0,0,0,8,58,41,26,58,57,87,23,flooding,65,35,20,22,1,46,0.361
19141,18,male,189,79,3,10,7,0,4,5,1,4,4,10,72,18,71,26,57,62,80,60,0,0,1,1,0,0,0,0,1,6,1,3,75,62,57,85,54,79,78,resource_rich,63,37,26,10,0,0,0.264
19142,38,female,151,135,0,0,2,5,7,2,10,3,2,1,58,23,82,83,60,57,45,76,0,0,1,0,0,0,0,0,1,5,0,1,46,68,69,48,53,74,40,trap_exit,74,38,48,14,0,0,0.251
19143,29,male,157,60,7,9,3,4,2,4,1,8,5,2,24,69,52,71,64,31,80,29,1,98,0,1,1,0,1,8,1,6,0,end,74,48,32,45,77,79,53,liminal_office,68,91,73,20,0,0,0.219
19144,44,female,145,61,0,3,7,0,8,5,5,2,10,5,33,10,39,20,39,88,84,66,0,0,0,1,1,2,1,6,0,0,0,0,54,23,20,60,32,57,48,cave_isolation,79,35,33,11,0,0,0.355
19145,44,female,207,73,2,8,2,0,1,1,6,9,5,4,10,34,64,56,54,66,49,22,1,62,0,1,0,0,0,0,0,0,0,4,65,12,30,62,67,84,72,cave_isolation,27,90,52,2,1,111,0.674
19146,36,male,162,59,8,1,2,0,3,0,6,5,7,2,75,14,24,51,84,77,58,70,1,99,0,1,1,0,0,0,1,1,0,6,6,60,71,52,36,32,73,cave_isolation,41,18,15,4,0,0,0.199
19147,25,female,167,63,10,7,6,2,4,0,7,6,6,2,54,39,48,37,83,64,77,40,0,0,0,0,1,5,1,9,1,10,0,7,37,66,45,79,84,67,68,resource_rich,76,77,18,8,0,0,0.279
19148,49,female,179,116,9,4,4,0,4,3,0,4,10,8,35,26,46,76,72,56,66,80,1,79,1,1,0,0,1,4,0,0,0,2,84,22,34,89,26,53,77,darkness,56,94,43,0,0,0,0.295
19149,49,other,187,56,0,8,10,0,4,6,5,1,2,3,35,14,81,40,61,82,23,64,1,64,1,1,0,0,1,10,0,0,0,end,70,53,47,33,72,53,86,resource_rich,34,40,58,15,0,0,0.144
19150,15,male,173,124,0,0,5,4,6,0,0,1,5,5,83,63,21,17,26,83,56,56,1,28,1,1,1,0,1,1,0,0,0,5,40,39,22,49,56,86,87,resource_rich,40,35,28,6,1,101,0.508
19151,73,female,201,94,2,6,7,10,2,6,0,6,10,6,10,13,32,39,34,38,72,33,1,90,0,1,0,0,0,0,0,0,0,1,67,61,27,89,67,89,41,flooding,43,75,60,24,1,86,0.592
19152,21,female,197,124,6,3,5,4,3,5,9,4,2,10,40,13,13,65,42,84,60,58,1,54,1,1,1,5,1,4,0,0,0,2,53,38,24,40,56,70,56,trap_exit,55,82,24,18,1,13,0.386
19153,46,male,173,86,5,9,10,9,9,6,10,6,7,3,61,42,9,82,69,77,73,80,1,97,1,1,0,0,0,0,0,0,0,4,75,25,27,75,52,63,89,cave_isolation,44,14,79,6,1,86,0.431
19154,34,male,196,119,4,3,0,8,1,3,2,10,4,4,42,51,42,61,81,59,69,83,1,67,1,1,0,0,1,8,0,0,1,8,42,44,65,73,80,58,90,flooding,75,59,75,4,1,52,0.71
19155,76,female,168,55,10,2,8,1,9,6,3,1,2,1,20,35,22,63,38,51,55,55,1,38,0,1,0,0,0,0,0,0,0,7,21,81,58,77,74,81,31,flooding,39,68,20,23,0,0,0.291
19156,36,female,191,140,3,7,7,2,1,4,3,4,2,1,88,66,24,29,60,28,35,85,1,97,0,1,0,0,0,0,1,4,0,6,17,94,67,63,55,36,44,resource_rich,29,50,56,5,0,0,0.106
19157,64,male,147,42,4,6,7,1,9,4,0,4,5,5,63,69,67,8,86,33,51,33,1,88,1,1,0,0,0,0,0,0,0,7,25,77,64,38,79,75,58,neutral,85,87,31,12,0,0,0.22
19158,28,female,155,100,4,1,7,3,1,3,4,6,0,8,42,33,55,83,23,58,82,43,1,45,0,0,1,1,0,0,0,0,1,end,59,32,62,36,58,32,50,trap_exit,47,75,26,0,1,20,0.445
19159,68,male,169,132,10,1,9,1,10,1,3,8,4,9,19,14,13,24,26,51,64,68,1,24,0,0,0,0,1,6,1,6,0,1,79,40,27,46,59,32,41,cave_isolation,52,37,23,5,0,0,0.298
19160,31,male,165,110,6,9,6,9,8,3,9,2,0,10,65,23,22,43,65,35,89,58,0,0,1,0,1,1,0,0,1,6,0,end,64,35,37,67,33,64,78,cave_isolation,68,47,71,17,0,0,0.148
19161,36,female,196,52,9,7,9,0,9,6,3,6,3,3,72,57,85,47,28,48,59,31,1,98,0,0,1,2,0,0,0,0,1,7,44,75,45,76,84,26,55,haunted_hotel,24,84,15,20,0,0,0.241
19162,53,female,178,115,5,4,0,4,10,1,8,7,9,4,79,86,30,81,43,57,49,25,0,0,0,0,1,3,1,3,1,1,0,end,79,32,50,68,45,32,67,neutral,51,15,57,7,0,0,0.104
19163,56,male,172,49,8,4,6,1,10,2,5,6,9,10,53,88,77,67,24,72,60,32,0,0,0,0,1,0,1,1,0,0,0,3,30,61,59,45,58,61,46,cave_isolation,46,47,46,1,0,0,0.209
19164,42,female,170,37,2,10,2,9,5,5,9,3,2,5,21,43,26,75,89,27,40,65,1,83,1,0,0,0,0,0,1,4,0,end,47,44,41,31,32,43,38,flooding,55,13,78,13,0,0,0.183
19165,76,female,160,119,6,4,3,9,2,1,0,10,4,4,11,71,79,62,86,70,90,54,1,25,1,0,0,0,0,0,0,0,1,8,58,28,53,38,51,81,87,trap_exit,67,38,41,7,0,0,0.269
19166,63,female,189,117,5,10,5,10,9,10,4,1,2,3,88,25,85,31,25,24,32,69,1,66,0,0,0,0,1,10,0,0,1,7,40,46,27,34,69,65,75,flooding,49,30,61,2,0,0,0.189
19167,32,female,145,93,2,8,4,10,0,3,10,9,7,8,28,84,72,74,35,60,75,38,0,0,0,1,1,5,0,0,0,0,0,4,93,28,50,65,64,80,23,flooding,33,47,71,4,1,33,0.487
19168,41,male,199,89,10,10,2,7,0,9,3,3,6,3,84,13,40,39,83,52,67,76,0,0,0,1,0,0,1,3,1,10,0,8,57,51,39,34,71,82,51,haunted_hotel,59,51,73,24,0,0,0.225
19169,14,female,152,66,6,6,5,9,0,8,9,2,9,1,84,52,32,84,32,35,32,23,1,90,1,0,0,0,0,0,1,6,0,end,67,50,58,77,22,78,70,darkness,59,93,61,0,0,0,0.14
19170,54,male,197,45,6,4,5,4,1,3,6,10,5,10,60,60,18,69,35,44,55,40,1,59,0,1,1,1,0,0,0,0,0,1,31,63,34,75,21,32,63,resource_rich,59,95,22,3,1,63,0.497
19171,40,other,183,116,9,7,9,4,9,6,5,9,5,3,78,80,18,34,72,59,24,89,0,0,1,1,0,0,1,9,1,6,1,end,60,55,68,89,47,27,55,flooding,48,88,82,5,0,0,0.132
19172,14,male,171,87,0,8,9,9,5,1,2,9,0,2,15,27,50,5,37,80,58,42,0,0,0,1,0,0,1,1,1,6,0,end,51,53,55,36,72,45,32,cave_isolation,40,49,49,4,0,0,0.184
19173,69,male,198,63,5,10,2,1,10,5,4,4,6,7,79,33,64,51,27,71,24,23,1,27,0,0,0,0,0,0,1,2,0,8,31,60,56,34,44,77,69,resource_rich,31,56,61,20,1,110,0.452
19174,44,male,184,101,10,2,8,2,9,4,10,6,0,9,21,59,71,44,38,25,40,79,1,59,0,1,0,0,1,6,0,0,0,3,49,66,24,70,22,40,40,darkness,67,49,53,21,1,113,0.698
19175,56,female,194,38,6,0,1,10,8,4,0,6,8,0,17,44,79,34,89,67,63,21,1,21,0,1,0,0,0,0,0,0,1,1,64,58,60,44,66,60,60,flooding,47,41,15,4,0,0,0.307
19176,80,male,188,126,1,2,7,6,0,10,1,9,6,2,30,60,74,69,24,42,50,23,1,65,0,0,0,0,0,0,0,0,0,6,17,70,48,56,55,72,33,mechanical_noise,27,31,47,1,1,10,0.307
19177,43,female,200,43,9,8,2,8,9,8,5,0,7,1,83,61,13,8,31,87,45,34,1,24,1,0,0,0,0,0,0,0,0,1,32,42,29,72,23,35,51,darkness,65,16,78,11,0,0,0.183
19178,63,female,179,91,2,8,3,6,9,3,3,6,7,5,50,26,83,36,61,47,47,22,0,0,0,1,0,0,1,8,0,0,1,3,32,59,34,85,52,41,64,neutral,26,31,82,20,0,0,0.257
19179,75,male,173,72,8,10,4,1,3,6,0,10,9,4,32,38,38,7,62,58,53,23,1,27,0,1,0,0,0,0,1,5,0,3,30,21,23,69,35,79,56,cave_isolation,62,91,18,22,0,0,0.337
19180,51,male,151,41,7,2,4,8,4,3,6,6,0,3,60,51,11,52,80,27,84,42,1,91,1,1,0,0,1,9,0,0,0,0,43,24,58,54,84,82,65,neutral,44,8,77,15,1,51,0.273
19181,24,female,154,99,10,1,0,8,9,8,4,6,9,9,25,47,45,53,51,66,27,24,1,64,0,1,0,0,0,0,0,0,0,end,57,42,42,66,46,71,86,mechanical_noise,51,64,66,22,1,91,0.389
19182,40,male,148,69,0,1,3,0,5,6,7,2,3,10,34,53,67,35,27,49,27,34,1,38,0,0,1,5,0,0,0,0,0,5,43,49,27,81,69,34,41,liminal_office,65,34,31,17,0,0,0.167
19183,74,male,159,81,2,8,1,2,9,9,3,7,9,1,15,19,73,51,69,44,70,78,1,26,0,1,0,0,1,3,1,10,1,5,64,41,21,88,45,89,24,flooding,32,86,19,22,1,89,0.736
19184,37,male,188,68,2,2,7,1,0,6,10,7,2,7,46,86,85,61,22,42,78,21,1,75,0,1,1,1,0,0,0,0,0,0,74,72,23,44,71,28,65,darkness,30,70,60,0,1,101,0.544
19185,70,male,153,97,10,8,5,3,2,9,6,9,1,3,77,14,36,40,69,34,42,55,1,38,1,1,0,0,0,0,1,8,0,7,42,47,47,63,58,78,54,liminal_office,73,10,64,12,0,0,0.251
19186,60,male,144,43,2,3,7,5,9,4,3,5,4,2,29,53,85,33,85,83,68,50,0,0,1,0,1,3,0,0,0,0,0,7,43,60,63,65,25,32,37,cave_isolation,83,14,31,0,0,0,0.291
19187,64,female,187,124,1,1,2,3,1,9,4,5,8,8,39,59,75,43,24,44,48,30,0,0,0,0,1,5,1,8,1,8,0,6,31,85,44,71,68,81,84,cave_isolation,30,85,38,11,0,0,0.244
19188,42,female,196,106,4,8,7,9,3,3,6,5,7,1,18,54,27,55,23,83,82,51,1,32,1,1,0,0,1,2,0,0,1,3,31,64,61,79,46,51,42,cave_isolation,58,38,66,22,0,0,0.24
19189,23,female,199,53,2,2,7,2,4,8,9,2,0,8,72,66,79,42,46,65,34,85,1,64,1,0,0,0,0,0,0,0,1,8,41,58,32,89,66,87,34,resource_rich,53,46,23,16,1,36,0.611
19190,69,male,182,60,2,1,8,10,7,6,0,8,9,7,57,53,58,6,68,54,69,69,1,40,1,0,0,0,0,0,1,9,1,8,47,48,73,40,81,35,49,haunted_hotel,71,66,60,10,0,0,0.18
19191,47,female,203,80,10,0,0,4,8,6,1,2,6,4,74,86,25,67,33,50,45,88,0,0,1,1,1,5,1,8,1,4,1,0,66,55,35,89,52,61,53,mechanical_noise,73,59,34,21,1,39,0.306
19192,21,male,141,90,0,6,3,2,6,2,7,9,2,9,74,19,82,28,66,64,70,20,1,28,1,0,0,0,0,0,1,5,1,3,30,64,46,66,52,60,81,liminal_office,47,12,21,23,1,65,0.662
19193,17,female,140,44,5,9,8,1,5,0,4,5,2,0,72,68,78,83,61,68,74,31,1,56,1,1,0,0,0,0,1,2,0,5,64,73,46,43,53,73,70,mechanical_noise,38,26,73,10,1,111,0.69
19194,18,female,203,77,9,7,0,7,8,5,8,7,7,6,30,89,82,23,43,52,64,37,1,92,0,1,0,0,0,0,0,0,0,1,51,63,24,88,29,38,50,mechanical_noise,58,55,73,5,1,30,0.648
19195,42,male,163,64,8,2,6,4,10,9,8,7,10,0,81,75,42,7,49,67,68,66,1,61,1,0,0,0,1,5,0,0,0,2,42,20,20,81,62,89,21,liminal_office,51,40,58,2,0,0,0.229
19196,14,male,141,74,5,6,3,3,7,5,9,3,1,7,31,33,74,5,58,56,81,68,1,72,0,0,0,0,0,0,0,0,0,4,66,22,24,90,45,73,51,cave_isolation,83,69,82,13,1,45,0.506
19197,58,male,198,134,5,9,8,0,6,2,4,8,1,6,65,50,58,55,46,77,71,38,0,0,0,1,1,2,1,6,0,0,0,2,64,65,49,36,76,59,78,neutral,57,58,51,4,0,0,0.222
19198,12,male,173,89,3,0,0,7,6,5,0,5,1,10,63,62,76,31,27,72,77,59,1,40,0,1,1,1,0,0,1,3,0,4,79,40,37,30,73,60,29,mechanical_noise,42,84,54,1,0,0,0.223
19199,56,female,195,92,0,8,7,7,8,7,0,10,3,9,17,10,57,6,75,27,72,71,0,0,1,1,0,0,0,0,0,0,0,7,39,62,43,53,64,47,67,flooding,41,81,22,2,0,0,0.39
19200,65,male,144,65,1,9,0,6,0,3,9,1,4,5,69,43,70,36,63,62,82,66,1,41,1,0,0,0,0,0,0,0,0,end,51,49,69,44,39,63,87,cave_isolation,49,95,47,11,1,17,0.484
19201,61,other,194,106,1,5,5,0,6,3,3,1,0,4,40,64,84,9,73,34,64,90,1,26,1,0,1,5,0,0,1,9,1,0,35,33,52,63,77,56,86,resource_rich,56,55,28,11,0,0,0.247
19202,18,male,175,140,9,2,1,1,5,3,4,2,2,2,29,34,14,45,38,33,62,88,1,84,0,1,1,0,0,0,1,8,1,2,61,33,32,43,25,89,32,trap_exit,40,55,30,10,0,0,0.317
19203,74,female,194,81,0,5,10,1,1,5,10,6,5,8,16,27,28,81,55,58,71,85,1,29,0,1,0,0,0,0,1,2,0,5,40,30,33,84,71,54,37,trap_exit,36,31,73,13,1,113,0.413
19204,26,male,149,111,1,0,8,9,6,10,9,0,5,9,30,60,25,68,31,88,22,25,1,84,1,0,0,0,1,4,0,0,1,3,43,23,29,53,34,79,46,liminal_office,68,71,58,7,1,45,0.506
19205,78,male,185,71,4,4,5,10,1,2,8,4,7,2,68,58,12,62,48,32,31,22,1,90,1,0,0,0,1,4,0,0,0,0,58,51,66,54,59,79,34,haunted_hotel,63,66,51,1,0,0,0.303
19206,41,other,191,128,3,9,1,9,1,5,3,2,10,3,50,47,80,60,78,25,61,56,0,0,1,1,1,1,1,5,1,1,0,5,84,38,67,60,21,88,29,haunted_hotel,60,19,35,7,1,121,0.594
19207,79,female,201,91,7,8,8,4,8,6,10,0,2,5,74,83,39,57,61,82,23,33,1,64,1,0,0,0,1,9,1,10,1,6,8,65,42,36,44,89,41,haunted_hotel,39,47,19,18,0,0,0.13
19208,47,female,143,113,2,3,5,10,2,8,6,8,4,7,26,46,54,84,78,49,51,24,1,47,0,1,0,0,0,0,0,0,0,0,44,23,47,55,65,40,66,mechanical_noise,84,91,82,2,0,0,0.35
